publisher_id,publisher
1141,Lupus Studios Limited
1142,Jason Rohrer
1143,UIG Entertainment
1144,Wobbly Tooth Ltd
1145,Finish Line Games
1146,Brightside Games
1147,Sarepta studio
1148,Nether Productions
1149,Bedtime Digital Games
1150,Dahku Creations
1151,Eclipse Games
1152,Fair Play Labs
1153,Chainsawesome Games
1154,Nowhere Studios
1155,Digital Happiness
1156,Fourlights
1157,RCMADIAX
1158,Forge Reply
1159,Seaven Studio
1160,Snowed In Studios
1161,Dolores Entertainment SL
1162,Wastelands Interactive
1163,Escape Hatch Entertainment
1164,Team Ninja
1165,Saibot Studios
1166,The Farm 51
1167,Moonshark
1168,4PM GAME
1169,Creability
1170,Ubiquitous Entertainment Inc.
1171,4 Corner Games
1172,The Game Room
1173,Moonbite Games
1174,Epiphany Games
1175,Hoplite Research
1176,TreeFall Studios
1177,tobyfox
1178,Vlambeer
1179,SQUADTeam
1180,Brace Yourself Games
1181,Sam Barlow
1182,Gearbox Software
1183,Snapshot Games Inc.
1184,amulware
1185,Origin
1186,inkle
1187,Tom Happ
1188,Bulbware
1189,Sekai Project
1190,PlayStation Mobile Inc.
1191,"Jackbox Games, Inc."
1192,13AM Games
1193,Asteroid Base
1194,Metanet Software Inc.
1195,FiolaSoft Studio
1196,17-Bit
1197,Disparity Games
1198,Choice Provisions
1199,Iron Tower Studio
1200,MidBoss
1201,Kenny Sun
1202,JoyMasher
1203,Defiant Development
1204,Ndemic Creations
1205,Frogmind
1206,Questionary
1207,THE BROTHERHOOD
1208,Thunder Lotus Games
1209,Mode 7 Games
1210,Witch Beam
1211,TicToc Games
1212,Breakfall
1213,Untame
1214,Daybreak Games
1215,Gato Salvaje Studio
1216,Monogon Games
1217,BioWare
1218,PixelNAUTS
1219,Grey Box
1220,Sketchy Logic
1221,Upfall Studios
1222,Rogue Rocket Games
1223,Duckbridge
1224,TreeFortress Games
1225,Davey Wreden
1226,Black Shell Games
1227,Red Phantom Games
1228,PlayEveryWare Games
1229,OrangePixel
1230,Agatsuma Entertainment
1231,ColePowered Games
1232,League of Geeks
1233,"Double Damage Games, Inc."
1234,5 Lives Studios
1235,Cross-Product
1236,kunabi brother GmbH
1237,Ivy Games LLC
1238,Haemimont Games
1239,Bulkypix
1240,Whalenought Studios LLC
1241,Pinkapp Games
1242,Thomas van den Berg
1243,Crazy Monkey Studios
1244,Zoink!
1245,Juicy Beast Studio
1246,Cornfox & Bros.
1247,RageSquid
1248,Rodeo Games
1249,Channel 4
1250,Studio Paint
1251,Ironward
1252,Big Pixel Studios
1253,Relevo
1254,VooFoo Studios
1255,"Nyu Media, Ltd."
1256,Retroid Interactive
1257,MuHa Games
1258,A Crowd of Monsters
1259,Evan Todd
1260,Joindots
1261,Tilting Point
1262,Baggy Cat Ltd
1263,Indietopia Games
1264,Mobile & Game Studio
1265,Hammerfall Publishing
1266,OhNoo
1267,Lucky Pause
1268,EightyEight Games
1269,Owlchemy Labs
1270,Mana Games
1271,Steel Crate Games
1272,Aterdux Entertainment
1273,Star Maid Games
1274,Unfinished Pixel
1275,2tainment
1276,Graviteam (R)
1277,Moon Spider Studio
1278,klutzGames
1279,Madruga Works
1280,IN|FRAMEZ TECHNOLOGY CORP.
1281,Killmonday Games HB
1282,M2H
1283,Roope Tamminen
1284,New Blood Interactive
1285,Rock Pocket Games
1286,Deco Digital
1287,Delirium Studios
1288,Sileni Studios
1289,Daylight Studios
1290,"Jundroo, LLC"
1291,KBros Entertainment
1292,Devespresso Games
1293,Yukitama
1294,Honeyslug Ltd
1295,Dissident Logic
1296,Fruitbat Factory
1297,Headup Games
1298,Serenity Forge
1299,TURBOGUN
1300,Oldblood
1301,Funktronic Labs
1302,ONE MORE LEVEL
1303,Toasty Games
1304,SoftPlanet
1305,Shark Punch
1306,Office Create
1307,ZackBellGames
1308,Neptune Interactive Inc.
1309,Grendel Games
1310,Night Dive Studios
1311,Skyshine Games
1312,Cowardly Creations
1313,Springloaded
1314,Threaks
1315,LEAP Game Studios
1316,Kingdom Games
1317,Nine Tales Digital
1318,HandMade Game
1319,Rival Games Ltd
1320,Glass Bottom Games
1321,OlderBytes
1322,Coco Cucumber
1323,Prologue Games
1324,Funselektor Labs Inc.
1325,Flying Cafe for Semianimals
1326,Green Hill
1327,Vector Unit
1328,Finji
1329,Hangonit
1330,Team ERROR
1331,Triskell Interactive
1332,Insomniac Games
1333,Madskull Creations
1334,Vector Unit Inc.
1335,GabberGames
1336,Spiky Fish Games
1337,Subterranean Games
1338,winterworks
1339,Ape Law
1340,Nostatic Software
1341,EuroVideo Medien
1342,Mechabit Ltd
1343,IMGN.PRO
1344,Storm in a Teacup
1345,Morgondag
1346,ZANDEL MEDIA
1347,LOOT Interactive
1348,Bitbox Ltd.
1349,AAD Productions
1350,Vertex Pop
1351,Log Games
1352,IF Games
1353,Tasharen Entertainment
1354,Petite Games
1355,Apostrophe Stockholm
1356,Singapore University of Technology and Design
1357,Lumenox ehf
1358,Crescent Moon Games
1359,MichaelArts
1360,HeSaw
1361,LifeSpark Entertainment
1362,Vision Game Publishing Limited
1363,AtomicTorch
1364,Erdem Sen
1365,Stage 2 Studios
1366,Paladin Studios
1367,Team Pixel Pi
1368,Uppercut Games Pty Ltd
1369,Disco Pixel
1370,Padaone Games
1371,Virtual Basement
1372,Uppercut Games
1373,Cyber Rhino Studios
1374,Ravenscourt
1375,GriN Multimedia
1376,Chilled Mouse
1377,Calvino Noir Ltd.
1378,Gun Media
1379,Red Fly Studio
1380,Mobot Studios Inc
1381,stillalive studios
1382,GameArt Studio GmbH
1383,RedBedlam
1384,Stainless Games
1385,CHUDCHUD INDUSTRIES
1386,Yanim Studio
1387,QUByte Interactive
1388,Grande Games
1389,Gateway Interactive
1390,Happy Dance Games
1391,Ilusis Interactive Graphics
1392,Still Games
1393,"Anvil Drop, LLC"
1394,Phosphor Games
1395,OXiAB Game Studio
1396,Shiver Games
1397,VD-DEV
1398,JMJ
1399,Basecamp Games
1400,Secret Tunnel Entertainment
1401,Panic Button
1402,MLB.com
1403,LA Cops Ltd
1404,Rawkins Games
1405,Fancy Fish Games
1406,Destructive Creations
1407,NO cvt
1408,Soedesco
1409,CokeM Interactive
1410,Bergsala-Lightweight
1411,Rosebud Games
1412,Vogelsap
1413,Actos Games
1414,U&I Entertainment
1415,Carbon Fire Studio
1416,TreeFallStudios
1417,Wander
1418,Recotechnology S.L.
1419,BitFinity
1420,increpare
1421,Enhance Games
1422,D-Pad Studio
1423,"Thekla, Inc"
1424,Raw Fury
1425,Ancient Corp
1426,Gameforge
1427,Daniel Mullins Games
1428,drool Games
1429,Dreamloop Games
1430,Panic Inc.
1431,"H2 Interactive Co., Ltd."
1432,Coatsink Software
1433,Ska Studios
1434,PQube
1435,Red Hook Studios
1436,ROCKFISH Games
1437,Heart Machine
1438,Through Games
1439,X.D. Network Inc.
1440,SUPERHOT
1441,Crate Entertainment
1442,Sorath
1443,Spike Chunsoft
1444,Zadbox Entertainment
1445,Daniel Wright
1446,Excalibur Publishing
1447,Home Entertainment Suppliers
1448,Blue Wizard Digital Ltd.
1449,Schell Games
1450,Brain&Brain
1451,Counterplay Games
1452,ThirtyThree Games
1453,Vertigo Games
1454,Hopoo Games
1455,Awfully Nice Studios
1456,Application Systems Heidelberg Software GmbH
1457,Artifex Mundi
1458,34BigThings
1459,StressLevelZero
1460,Clever-Plays
1461,Those Awesome Guys
1462,Night School Studio
1463,The Good Mood Creators
1464,Dreadbit
1465,Zillion Whales
1466,Xona Games
1467,@unepic_fran
1468,Out of Bounds
1469,iNK Stories
1470,WeirdBeard B.V.
1471,Edge Case Games
1472,Hypersect
1473,Necrophone
1474,Blyts
1475,Ruckert Broductions
1476,Cloudhead Games ltd.
1477,MP2 Games
1478,Space Dust Studios
1479,Numinous Games
1480,SCE Australia
1481,Baroque Decay
1482,Butterscotch Shenanigans
1483,Nighthawk Interactive
1484,Question
1485,Ysbryd Games
1486,Black Pants Studio
1487,Mi'pu'mi Games
1488,Gunfire Games
1489,Sony Interactive Entertainment
1490,Paperash studio
1491,YCJY
1492,Jagex Ltd.
1493,Secret Sorcery
1494,Cyan Worlds
1495,"Marauder Interactive, LLC"
1496,La Cosa Entertainment
1497,HES Interactive
1498,Double Damage Games
1499,Strike Vector Team
1500,Warm Lamp Games
1501,Reign Bros
1502,Rusty Lake
1503,GuGames DEV
1504,Game Freak
1505,SKH Apps
1506,Last Limb Games
1507,Etter Studio GmbH
1508,Moss
1509,Curve Digital Games
1510,Milestone
1511,House House
1512,Sold Out Software
1513,Yukitama Creative Industries
1514,Ocelot Society
1515,Mighty Rabbit Studios
1516,BillyGoat Entertainment Ltd
1517,Anarteam
1518,10tons Entertainment
1519,SkyBox Labs
1520,The Molasses Flood
1521,Kitty Lambda Games
1522,Love Conquers All Games
1523,Bacon Bandit Games
1524,GameOn
1525,Kittehface Software
1526,Runestone Games Limited
1527,Polarity Flow
1528,10tons
1529,Gamious
1530,Parabole
1531,Dry Cactus
1532,Rocketcat Games
1533,beyondthosehills
1534,Badland Games
1535,Pop Sandbox
1536,Haruneko
1537,Green Lava Studios
1538,Bear Box Media
1539,Lichthund
1540,COWCAT
1541,Digital Smash
1542,Hyper Awesome Entertainment
1543,Starbreeze
1544,Ty Taylor and Mario Castaneda
1545,TACS Games
1546,Ground Shatter Ltd.
1547,Animatoon Studio
1548,Snow Cannon Games
1549,Sassybot
1550,Pera Games
1551,Lince Works
1552,team ok
1553,Oculus Studios
1554,Cosmic Picnic
1555,Infamous Quests
1556,"Massive Damage, Inc."
1557,Vision Games Publishing LTD
1558,Stellar Jockeys
1559,Deck 13
1560,Shortbreak Studios
1561,Tin Man Games
1562,Tizona Interactive
1563,Four Horses
1564,Experience Inc.
1565,Outsider Games
1566,Digixart Entertainment
1567,Blazing Badger
1568,SideQuest Studios
1569,Armature Studio
1570,Clapfoot Inc.
1571,Visiontrick Media
1572,Drop Dead Interactive
1573,Edge Entertainment
1574,Slick Entertainment Inc.
1575,Pixel Maverick Games
1576,Crosse Studios
1577,Kiro'o Games
1578,Tesseract Interactive
1579,Bodysoft
1580,Exordium Games
1581,Glass Knuckle Games
1582,NicoplvGames
1583,Anton Riot
1584,Xiness
1585,Wolf Brew Games
1586,Prospect Games
1587,Rotten Mage
1588,Stormcloud Games Limited
1589,Pyrodactyl
1590,Brainy Studio LLC
1591,Penny Black Studios
1592,Taleworlds Entertainment
1593,Hailstorm Games Inc
1594,Brainseed Factory
1595,Spellbind Studios
1596,Blooming Buds Studio
1597,Whale Hammer Games
1598,Snow Castle Games
1599,Majesco
1600,AuraLab
1601,Hikergames
1602,Dusenberry Martin Racing
1603,Perfectly Paranormal
1604,Arif Games
1605,Rainy Night Creations
1606,Lunatic Pixels
1607,Leikir Studio
1608,Playful Corp.
1609,Studio Saizensen
1610,Grasshopper Manufacture
1611,Tru Blu
1612,Hellbent Games
1613,Eendhoorn Games
1614,West Coast Software
1615,Mindfield Games
1616,Constantin Graf
1617,Tapstar Interactive Inc.
1618,LKA
1619,INTERNET URL S.A.
1620,Psytec Games Ltd
1621,Sunbreak Games
1622,U-Play Online
1623,Dead Mage
1624,DotEmu
1625,Kitfox Games
1626,Zanrai Interactive
1627,Antagonist
1628,Imperative Entertainment
1629,Bethesda Game Studios
1630,RadiationBurn
1631,Three Fields Entertainment
1632,GSC Game World
1633,Machine 22
1634,Dream Reactor LLC
1635,Ravegan
1636,Namazu Studios
1637,Blowfish Studios
1638,Fugitive Games
1639,Fabrik Games
1640,Awaceb
1641,Goldmark Studios
1642,Nilo Studios
1643,Gaming Corps AB
1644,HeroCraft
1645,Whale Rock Games
1646,Webcore Games
1647,SOMI
1648,Games Starter
1649,Cardboard Keep
1650,M07 Games
1651,Ascension Studios
1652,Rimlight Studios
1653,GameCoder Studios
1654,Lienzo
1655,Flazm
1656,Minority Media Inc.
1657,Archiact Interactive Ltd.
1658,Green Man Gaming Publishing
1659,Fire Hose Games
1660,Badland Indie
1661,Bitecore
1662,Free Reign Entertainment
1663,nDreams
1664,Klabater
1665,acttil llc.
1666,IQ Publishing
1667,Nkidu Games Inc.
1668,WG Labs
1669,Joe Richardson
1670,The Fox Software
1671,mamor games
1672,EM Studios
1673,Strangely Named Studio
1674,"BadFly Interactive, a.s"
1675,OPQAM
1676,Oasis Games
1677,1C Company
1678,Oointah
1679,Truant Pixel
1680,Mighty Studios LLC
1681,Mechanic Arms
1682,TallTech studio
1683,Battlecruiser Games
1684,Red Column
1685,Krewe Studios
1686,Selenion Games LLC
1687,Total Monkery
1688,No Pest Productions
1689,Pixel Hero Games
1690,Desert Owl Games LLC
1691,Xibalba Studios
1692,Eyemobi
1693,Richard Seabrook
1694,Rendercode Games
1695,Beret Applications LLC
1696,Rudder Games
1697,Calvin Weibel
1698,GameMill Entertainment
1699,Leuvsion
1700,neko.works
1701,Snowrunner Games
1702,2020 Venture
1703,nuGAME
1704,Cooply Solutions
1705,Annapurna Interactive
1706,My Dog Zorro
1707,Ready at Dawn
1708,Studio MDHR
1709,Flyhigh Works
1710,Infinite Fall
1711,Team Cherry
1712,Survios
1713,Asymmetric Publications
1714,Terrible Toybox
1715,"Bluehole, Inc."
1716,Drool
1717,Jacob Janerka
1718,Stunlock Studios
1719,Tarsier Studios
1720,Anim Ace
1721,Laura Shigihara
1722,Jason Roberts
1723,Hamster
1724,Red Candle Game
1725,Team D-13
1726,ArenaNet
1727,Ninja Theory
1728,BootdiskRevolution
1729,Tequila Works
1730,Coconut Island Games
1731,Splashteam
1732,Wolfgame
1733,Powerhoof
1734,Techland
1735,Abrakam SA
1736,GameTrust
1737,Cardboard Utopia
1738,Kyle Seeley
1739,Charm Games
1740,Monomi Park
1741,Team Colorblind
1742,Kongregate
1743,Sold Out
1744,Clever Endeavour Games
1745,Overhype Studios
1746,SMG Studio
1747,Acid Wizard Studio
1748,Mad Fellows Ltd
1749,David OReilly
1750,Akupara Games
1751,Gears for Breakfast
1752,The Sidekicks
1753,"LegionVR, LLC"
1754,Aurelien Regard
1755,Vladimir Beletsky
1756,Ultra Ultra
1757,SideBar Games
1758,Team Salvato
1759,Alex Rose
1760,aeiowu
1761,PaperSeven
1762,E-Home Entertainment
1763,Borealys Games
1764,Platonic Partnership
1765,Adriaan de Jongh
1766,D'Avekki Studios Limited
1767,Something Classic Games LLC
1768,Creative Bytes
1769,Wispfire
1770,Hinterland
1771,KO-OP
1772,"Tozai Games, Inc."
1773,Sigtrap Games
1774,Limited Run Games
1775,UKIYO PUBLISHING LIMITED
1776,Jeroen Wimmers
1777,Motiga
1778,Spaces of Play
1779,Darkwind Media
1780,Merj Media
1781,Bitten Toast Games
1782,Gamera Games
1783,Rainy Frog
1784,Ghost of a Tale
1785,Plethora-Project LLC
1786,Fatbot Games
1787,Charlie's Games
1788,Alawar Entertainment
1789,Sindiecate Arts
1790,Aqua Plus
1791,Rice Cooker Republic
1792,Playrise Digital
1793,Charles University
1794,Spooky Doorway
1795,Eastshade Studios LLC
1796,Smiling Buddha Games
1797,Sumo Digital
1798,Pixel Maniacs
1799,machineboy
1800,Digital Dreams Entertainment LLC
1801,Crows Crows Crows
1802,EarthWork Games
1803,Pixellore
1804,Atooi LLC
1805,Stage Clear Studios
1806,DolphinBarn
1807,Pixelated Milk
1808,Harmonious Games
1809,Zerodiv
1810,War Ducks Ltd
1811,Adventure Productions
1812,Vivid Helix
1813,"Honor Code, Inc."
1814,Game Grumps
1815,High Horse Entertainment
1816,Pentadimensional Games
1817,Narcosis Team
1818,HUCAST
1819,"Lion Shield, LLC"
1820,Strange Company
1821,Tri-Coastal Games
1822,STELLAR ENTERTAINMENT SOFTWARE LTD
1823,2Awesome Studio
1824,Sandbox Interactive
1825,Hollow Ponds
1826,4A Games
1827,Elden Pixels
1828,HandyGames
1829,Playdius
1830,nextReality Games
1831,IzHard
1832,Armor Games
1833,Alkemi Games
1834,Studio Wildcard
1835,Fat Dog Games
1836,Prideful Sloth
1837,Insane Code
1838,CremaGames
1839,Dark Seas Games
1840,WeirdBeard
1841,Cococucumber
1842,Wish Studios
1843,"Act 3 Games, LLC"
1844,Skydance Interactive
1845,StellarVR
1846,Zerouno Games
1847,JanduSoft
1848,Chorus Worldwide
1849,Miniclip
1850,Last Dimension
1851,Midgar Studio
1852,Tomatotrap
1853,AREA35
1854,Kaia Studios
1855,Saber Interactive
1856,Sand Sailor Studio
1857,Forever Entertainment
1858,Wizard Fu Games
1859,Gloomywood
1860,MY.COM
1861,Mercury Steam
1862,No Brakes Games
1863,Green Man Loaded
1864,StarBlade
1865,Digital Domain
1866,Introversion Software
1867,Anshar Studios
1868,Radical Phi
1869,704Games
1870,Auroch Digital
1871,Another Indie
1872,Supermassive Games
1873,Sword Twin Studios
1874,Happinet
1875,Lost in the Garden
1876,teedoubleuGAMES
1877,Francis Cota
1878,Flying Mollusk
1879,3D2 Entertainment
1880,Perpetual FX Creative
1881,Mothership Entertainment
1882,PolyKid
1883,Avalanche Studios
1884,Ratalaika Games
1885,mif2000
1886,Stirfire Studios
1887,YummyYummyTummy
1888,Scraping Bottom Games
1889,Wako Factory
1890,Flux Game Studio
1891,Gattai Games
1892,Stroboskop
1893,flow
1894,Deep Taiga
1895,The Deep End Games
1896,Radial Games Corp.
1897,"Cyan, Inc."
1898,ION LANDS
1899,Ant Workshop
1900,Artisano
1901,Vive Studios
1902,Ratalaika Games S.L.
1903,TIGAMES
1904,Angry Mob Games
1905,Phantom Compass
1906,20th Century Fox Film Corporation
1907,Skonec
1908,Abyss Gameworks
1909,Wee Man Studios
1910,Dragon Slumber
1911,Size Five Games
1912,DryGin Studios
1913,MOONFACTORY SC
1914,Digital Dragon
1915,R8 Games
1916,KAYAC Inc.
1917,Skobbejak Games
1918,Rooster Teeth Games
1919,Outright Games
1920,V7 Entertainment Inc.
1921,Ghost Time Games
1922,Jamit Games
1923,Good Catch
1924,Assemble Entertainment
1925,Worm Animation
1926,Grumpyface Studios
1927,Mandragora
1928,"BigBox VR, Inc."
1929,Heavy Spectrum
1930,JoyBits
1931,Reddoll Srl
1932,Wisefool Studio
1933,Oldmoustache Gameworks
1934,Winking Entertainment Corporation
1935,Starsign
1936,Exploding Tuba Studios
1937,QuantumSquid Interactive
1938,Culture Shock Games LLC
1939,We The Force
1940,"MunkyFun, Inc."
1941,Big Star Games
1942,Arcade Distillery
1943,Viewpoint Games
1944,Good net technology co. Ltd
1945,Cinopt Studios LLC
1946,MLB AM
1947,Zatun Game Studio
1948,Chubby Pixel
1949,Poisoft
1950,JapanStudio
1951,Matt Thorson
1952,Obsidian Entertainment
1953,Ludeon Studios
1954,Playniac
1955,Bifrost Entertainment
1956,Hyperbolic Magnetism
1957,Neowiz Entertainment
1958,Vertical Robot
1959,Doragon Entertainment
1960,Villa Gorilla
1961,Berzerk Studio
1962,SKS Games
1963,Mommy's Best Games
1964,Drifter Entertainment
1965,Parallel Circles
1966,Aquiris Game Studio
1967,All Yes Good
1968,The Voxel Agents
1969,Kasey Ozymy
1970,Level Up Labs
1971,Dumb and Fat Games
1972,David Wehle
1973,Polyarc
1974,frecle ApS
1975,Secret Location
1976,Stoic
1977,Caracal Games
1978,Northplay ApS
1979,Tribetoy
1980,Transolar Games
1981,Application Systems Heidelberg
1982,Mixtvision
1983,Carbon Studio
1984,IronOak Games
1985,IlluminationGames
1986,Tencent
1987,Loveshack Entertainment
1988,Good Shepherd Entertainment
1989,Ink Kit
1990,Contingent99
1991,Humble Bundle
1992,Big Evil Corporation
1993,Spacewave Software
1994,Discord Games
1995,Fullbright
1996,Buckshot Software
1997,Inertia Game Studios
1998,Mixed Realms Pte Ltd
1999,Red Panda Games
2000,Endnight Studios
2001,Lightwood Games
2002,Flump Studios
2003,SVC Games
2004,Fabraz
2005,Evan Rogers
2006,GUTS Department
2007,Event Horizon Software
2008,WZOGI
2009,Nitrome
2010,Team Gotham
2011,Mango Protocol
2012,Stormind Games
2013,No More Robots
2014,Atari SA
2015,Gaddy Games
2016,Squad
2017,Ovosonico
2018,TOMAGameStudio
2019,Blue Wizard Digital
2020,Zodiac Interactive
2021,Fractal Phase
2022,Spotlightor Interactive
2023,Mode4
2024,Alawar Premium
2025,Modus Games
2026,Warhorse Studios
2027,Neat Corporation
2028,Toge Productions
2029,Henchman & Goon
2030,Oxymoron Games
2031,Lo-Fi Games
2032,Falcon Development
2033,Hero Concept
2034,Sometimes You
2035,kFunction Ltd.
2036,Bromio
2037,Next Studio
2038,"Revival Productions, LLC"
2039,Crema Games
2040,Muro Studios Ltd.
2041,KONANDENKI
2042,Dim Bulb Games
2043,Fish Eagle
2044,We Are Fuzzy
2045,ARTE France
2046,Bad Habit Productions
2047,Caged Element Inc.
2048,Isbit Games
2049,Refract Studios
2050,Huey Games
2051,Onion Games
2052,Grace Bruxner
2053,Causal Bit Games
2054,Thing Trunk
2055,Piece of Cake studios
2056,Arika
2057,souvenir circ.
2058,Elastic Games
2059,Lunar Ray Games
2060,Dovetail Games
2061,Homebear Studios
2062,Snowhydra llc
2063,NerdRage Studios Ltd.
2064,Grip Digital
2065,SONKA
2066,Suncrash
2067,Dan & Gary Games
2068,Fast Travel Games
2069,Irisloft
2070,11Sheep
2071,CREOTEAM
2072,The Station
2073,PUBG Corporation
2074,Hollow Tree Games
2075,Samurai Punk
2076,inbetweengames
2077,Bishop Games
2078,CrazyBunch
2079,Junkfish Limited
2080,Interactive Stone
2081,Lozange Lab
2082,MythicOwl
2083,TheMeatly Games
2084,Catch & Release
2085,Weather Factory
2086,Perfect Hat
2087,Hitcents
2088,It's Anecdotal
2089,Extra Mile Studios
2090,Flaming Fowl Studios
2091,AtomTeam
2092,Force Of Habit
2093,Space Mace
2094,Ultimate Games
2095,Monster Couch
2096,"CHIBIG, S.L.U."
2097,Scott Ethington
2098,Robot Gentleman
2099,Total Mayhem Games
2100,Weappy Studio
2101,Painted Black Games
2102,Pill Bug Interactive
2103,Climax Studios
2104,com8com1 Software
2105,Skybound Games
2106,IMakeGames
2107,Cartoon Network
2108,Facepunch Studios
2109,Dark-1
2110,Twice Circled
2111,MakinGames
2112,Unties
2113,Picomy
2114,Household Games Inc.
2115,Playwood Project
2116,Naps Team
2117,Threye Interactive
2118,Dufgames
2119,FinalBoss Games
2120,PHL Collective
2121,Grindstone
2122,Multiverse Games
2123,Midnight Hub
2124,Fun Punch Games
2125,One or Eight
2126,SEMISOFT
2127,PolyKnight Games
2128,Gearbox Publishing
2129,Puzzle On Word Games Inc.
2130,Games Workshop
2131,Warpfish Games
2132,Ivanovich Games
2133,Ace Maddox
2134,Blindflug Studios
2135,Vertical Reach
2136,pixel.lu
2137,Stolen Couch Games
2138,Marmalade Game Studio
2139,Pocket
2140,Chris Wade
2141,aPriori Digital
2142,GrimTalin
2143,Bonus Level Entertainment
2144,AurumDust
2145,Door Z Studio
2146,Dmitry Zagumennov
2147,Emilios Manolidis
2148,3rd Eye Studios
2149,Excalbur Games
2150,Screwtape Studios
2151,Triangular Pixels
2152,Gamedust
2153,Modus
2154,Freaky Creations
2155,ABX Games Studio
2156,Compulsion Games
2157,Bread Machine Games
2158,Blazing Griffin
2159,Oudidon
2160,Puzzling Dream
2161,Asmodee Digital
2162,Marker Limited
2163,NVYVE Studios
2164,EP Games
2165,Red Limb Studio
2166,Dali Games
2167,Pocket Trap
2168,DigiPen Game Studios
2169,Artifact 5
2170,Good Night Brave Warrior
2171,3rd Eye Studios Oy LTD
2172,Flight School Studio
2173,Holospark
2174,Arcanity Inc
2175,Digital Kingdom
2176,BeautiFun Games
2177,Among Giants
2178,In Vitro Games
2179,Invincible Cat
2180,Krafted Games
2181,DMG Entertainment
2182,Mega Cat Studios
2183,Portalarium
2184,DYA Games
2185,Groovy Milk
2186,RYM GAMES
2187,Sleepless Clinic
2188,CyberCoconut
2189,Abyssal Arts Ltd.
2190,Firebrand Games
2191,Active Gaming Media
2192,Jammed Up Studios
2193,Nvizzio Creations
2194,Robot Riot UG
2195,Nekki Limited
2196,Live Aliens
2197,Freejam
2198,Dolores Entertainment
2199,Convict Games
2200,Ufo Crash Games
2201,FoxNext VR Studio
2202,Atypical Games
2203,Raven Travel Studios
2204,7Levels
2205,althi Inc.
2206,Fusty Game
2207,Raiser Games
2208,Wild River
2209,DOMO Studio
2210,"JoyBits, Inc"
2211,Terahard
2212,Nano Games
2213,Movie Games
2214,Studios Illogika
2215,Ktulhu Solutions
2216,Codestalkers
2217,Cosmoscope GmbH
2218,Phantom 8
2219,My Next Games
2220,LABS Games
2221,Drageus Games / QubicGames S.A.
2222,RLR Training Inc
2223,Five Star Games
2224,Loveridge Design
2225,Jujubee
2226,Lion Castle
2227,OtherSide Entertainment
2228,Deeli network
2229,Undercoders
2230,Snap Finger Click Ltd